"","year","age","gender","race","education"
"38644","1994","6. 65 - 74","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"38645","1994","3. 35 - 44","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38646","1994","3. 35 - 44","2. Female","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"38647","1994","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38648","1994","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38649","1994","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38650","1994","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38651","1994","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38652","1994","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38653","1994","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38654","1994","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38656","1994","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38659","1994","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38660","1994","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38661","1994","1. 17 - 24","1. Male","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38664","1994","2. 25 - 34","1. Male","3. Hispanic","4. College or advanced degree (no cases 1948)"
"38665","1994","2. 25 - 34","1. Male","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38666","1994","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38667","1994","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38668","1994","3. 35 - 44","1. Male","3. Hispanic","4. College or advanced degree (no cases 1948)"
"38669","1994","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38670","1994","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38672","1994","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38673","1994","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38674","1994","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38675","1994","4. 45 - 54","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38676","1994","5. 55 - 64","2. Female","3. Hispanic","1. Grade school or less (0-8 grades)"
"38677","1994","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"38678","1994","5. 55 - 64","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"38679","1994","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38680","1994","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38681","1994","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38682","1994","6. 65 - 74","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38683","1994","2. 25 - 34","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38684","1994","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38685","1994","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38686","1994","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38687","1994","5. 55 - 64","2. Female","3. Hispanic","1. Grade school or less (0-8 grades)"
"38688","1994","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38689","1994","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38692","1994","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38693","1994","3. 35 - 44","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38694","1994","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38695","1994","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38696","1994","3. 35 - 44","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38697","1994","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38698","1994","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38699","1994","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38700","1994","4. 45 - 54","2. Female","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"38701","1994","3. 35 - 44","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"38702","1994","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38704","1994","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38705","1994","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38706","1994","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38707","1994","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38708","1994","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38709","1994","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38710","1994","5. 55 - 64","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38711","1994","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38712","1994","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38713","1994","6. 65 - 74","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38714","1994","3. 35 - 44","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38715","1994","2. 25 - 34","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38716","1994","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38717","1994","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38718","1994","2. 25 - 34","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38719","1994","3. 35 - 44","1. Male","2. Black non-Hispanic","4. College or advanced degree (no cases 1948)"
"38720","1994","2. 25 - 34","1. Male","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38721","1994","4. 45 - 54","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38722","1994","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38723","1994","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38724","1994","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38725","1994","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38726","1994","7. 75 - 99 and over (except 1954)","2. Female","2. Black non-Hispanic","4. College or advanced degree (no cases 1948)"
"38727","1994","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38728","1994","2. 25 - 34","2. Female","3. Hispanic","3. Some college (13 grades or more but no degree;"
"38730","1994","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38731","1994","4. 45 - 54","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38732","1994","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38734","1994","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38735","1994","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38736","1994","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38737","1994","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38738","1994","6. 65 - 74","1. Male","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38739","1994","3. 35 - 44","2. Female","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"38741","1994","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38744","1994","4. 45 - 54","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38745","1994","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38746","1994","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38747","1994","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38748","1994","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38749","1994","2. 25 - 34","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38750","1994","2. 25 - 34","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38751","1994","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38752","1994","5. 55 - 64","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38754","1994","3. 35 - 44","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38755","1994","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38756","1994","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38757","1994","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38758","1994","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38760","1994","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38761","1994","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38762","1994","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38763","1994","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38764","1994","1. 17 - 24","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38765","1994","4. 45 - 54","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38766","1994","6. 65 - 74","1. Male","3. Hispanic","1. Grade school or less (0-8 grades)"
"38767","1994","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38768","1994","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38769","1994","1. 17 - 24","1. Male","3. Hispanic","3. Some college (13 grades or more but no degree;"
"38770","1994","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38771","1994","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38772","1994","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38773","1994","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38774","1994","2. 25 - 34","2. Female","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"38775","1994","3. 35 - 44","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38776","1994","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38777","1994","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38778","1994","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38779","1994","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38780","1994","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38781","1994","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38782","1994","3. 35 - 44","1. Male","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38783","1994","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38784","1994","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38785","1994","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38786","1994","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38787","1994","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38788","1994","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38789","1994","2. 25 - 34","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38790","1994","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38791","1994","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38792","1994","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38793","1994","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38794","1994","1. 17 - 24","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38795","1994","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38796","1994","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38797","1994","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38798","1994","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38799","1994","2. 25 - 34","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"38800","1994","3. 35 - 44","1. Male","3. Hispanic","3. Some college (13 grades or more but no degree;"
"38801","1994","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38802","1994","2. 25 - 34","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38803","1994","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38804","1994","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38805","1994","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38806","1994","4. 45 - 54","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38807","1994","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38808","1994","2. 25 - 34","2. Female","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"38809","1994","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"38810","1994","5. 55 - 64","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38811","1994","5. 55 - 64","2. Female","3. Hispanic","1. Grade school or less (0-8 grades)"
"38812","1994","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38813","1994","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38814","1994","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38815","1994","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38816","1994","4. 45 - 54","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38817","1994","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38818","1994","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38819","1994","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38820","1994","3. 35 - 44","2. Female","3. Hispanic","3. Some college (13 grades or more but no degree;"
"38821","1994","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38823","1994","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38824","1994","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38825","1994","6. 65 - 74","1. Male","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"38826","1994","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38827","1994","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38828","1994","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38829","1994","1. 17 - 24","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38832","1994","4. 45 - 54","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38833","1994","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38834","1994","1. 17 - 24","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38835","1994","6. 65 - 74","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38836","1994","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38837","1994","2. 25 - 34","1. Male","3. Hispanic","3. Some college (13 grades or more but no degree;"
"38838","1994","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38839","1994","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38840","1994","3. 35 - 44","1. Male","3. Hispanic","4. College or advanced degree (no cases 1948)"
"38841","1994","4. 45 - 54","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38842","1994","4. 45 - 54","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"38843","1994","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38844","1994","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38845","1994","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38846","1994","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38847","1994","6. 65 - 74","2. Female","2. Black non-Hispanic","1. Grade school or less (0-8 grades)"
"38848","1994","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38849","1994","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38850","1994","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38851","1994","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38852","1994","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38853","1994","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38854","1994","2. 25 - 34","2. Female","3. Hispanic","4. College or advanced degree (no cases 1948)"
"38855","1994","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38856","1994","7. 75 - 99 and over (except 1954)","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38857","1994","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38858","1994","3. 35 - 44","1. Male","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38859","1994","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38860","1994","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38862","1994","5. 55 - 64","2. Female","3. Hispanic","4. College or advanced degree (no cases 1948)"
"38863","1994","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38864","1994","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38865","1994","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38866","1994","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38867","1994","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38868","1994","5. 55 - 64","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38869","1994","2. 25 - 34","2. Female","3. Hispanic","3. Some college (13 grades or more but no degree;"
"38870","1994","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38871","1994","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38872","1994","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38873","1994","2. 25 - 34","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38874","1994","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38875","1994","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38876","1994","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38877","1994","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38878","1994","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38879","1994","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38880","1994","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38881","1994","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"38882","1994","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38883","1994","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38884","1994","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38885","1994","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38886","1994","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38887","1994","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38888","1994","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38889","1994","6. 65 - 74","1. Male","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38890","1994","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38891","1994","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"38892","1994","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38893","1994","6. 65 - 74","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38894","1994","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"38895","1994","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38896","1994","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38897","1994","2. 25 - 34","1. Male","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38898","1994","2. 25 - 34","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38899","1994","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38900","1994","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38902","1994","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38903","1994","6. 65 - 74","1. Male","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"38904","1994","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38905","1994","6. 65 - 74","2. Female","4. Other or multiple races, non-Hispanic","1. Grade school or less (0-8 grades)"
"38906","1994","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38908","1994","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38909","1994","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38910","1994","4. 45 - 54","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"38911","1994","6. 65 - 74","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38912","1994","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38913","1994","6. 65 - 74","2. Female","3. Hispanic","1. Grade school or less (0-8 grades)"
"38914","1994","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38915","1994","4. 45 - 54","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38916","1994","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38917","1994","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38918","1994","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38919","1994","4. 45 - 54","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38920","1994","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38921","1994","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38922","1994","3. 35 - 44","1. Male","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38923","1994","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38924","1994","6. 65 - 74","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"38925","1994","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38926","1994","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38927","1994","6. 65 - 74","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"38928","1994","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"38929","1994","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
